Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Login/La parrilla login/input_Enter password_passwd""), ""ykGCkDCd7AS2UCfUpOmvYw=="")",Chrome 86.0.4240.198,,,2020-12-07 22:06:14,2020-12-07 22:06:16,1.859s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:16,2020-12-07 22:06:17,1.407s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:17,2020-12-07 22:06:23,5.595s,PASSED
delay(8),Chrome 86.0.4240.198,,,2020-12-07 22:06:23,2020-12-07 22:06:23,0.000s,NOT_RUN
,,,,,,,
Test Cases/Login/La Guitarra,Chrome 86.0.4240.198,,,2020-12-07 22:06:23,2020-12-07 22:06:48,24.923s,PASSED
openBrowser(url),Chrome 86.0.4240.198,,,2020-12-07 22:06:23,2020-12-07 22:06:30,6.812s,PASSED
maximizeWindow(),Chrome 86.0.4240.198,,,2020-12-07 22:06:30,2020-12-07 22:06:31,1.209s,PASSED
"click(findTestObject(""Login/La parrilla login/select_Seleccionar UnidadLa ParrillaLa Enca_3f6097""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:31,2020-12-07 22:06:32,0.553s,PASSED
"selectOptionByLabel(findTestObject(""Login/La parrilla login/select_Seleccionar UnidadLa ParrillaLa Enca_3f6097""), ""La Guitarra"", false)",Chrome 86.0.4240.198,,,2020-12-07 22:06:32,2020-12-07 22:06:33,0.857s,PASSED
"click(findTestObject(""Login/La parrilla login/button_Iniciar Sesin""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:33,2020-12-07 22:06:33,0.562s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in with your corporate ID_btn bt_b79ff6""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:33,2020-12-07 22:06:37,3.957s,PASSED
"setText(findTestObject(""Login/La parrilla login/input_Sign in_loginfmt""), ""iperez@firstmajestic.com"")",Chrome 86.0.4240.198,,,2020-12-07 22:06:37,2020-12-07 22:06:39,1.703s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:39,2020-12-07 22:06:40,0.825s,PASSED
"setEncryptedText(findTestObject(""Login/La parrilla login/input_Enter password_passwd""), ""ykGCkDCd7AS2UCfUpOmvYw=="")",Chrome 86.0.4240.198,,,2020-12-07 22:06:40,2020-12-07 22:06:41,1.693s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:41,2020-12-07 22:06:43,1.461s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:43,2020-12-07 22:06:48,4.951s,PASSED
delay(8),Chrome 86.0.4240.198,,,2020-12-07 22:06:48,2020-12-07 22:06:48,0.002s,NOT_RUN
,,,,,,,
Test Cases/Login/Del Toro,Chrome 86.0.4240.198,,,2020-12-07 22:06:48,2020-12-07 22:07:13,25.334s,PASSED
openBrowser(url),Chrome 86.0.4240.198,,,2020-12-07 22:06:48,2020-12-07 22:06:55,6.871s,PASSED
maximizeWindow(),Chrome 86.0.4240.198,,,2020-12-07 22:06:55,2020-12-07 22:06:56,1.344s,PASSED
"click(findTestObject(""Login/La parrilla login/select_Seleccionar UnidadLa ParrillaLa Enca_3f6097""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:56,2020-12-07 22:06:57,0.693s,PASSED
"selectOptionByLabel(findTestObject(""Login/La parrilla login/select_Seleccionar UnidadLa ParrillaLa Enca_3f6097""), ""Del Toro"", false)",Chrome 86.0.4240.198,,,2020-12-07 22:06:57,2020-12-07 22:06:58,0.762s,PASSED
"click(findTestObject(""Login/La parrilla login/button_Iniciar Sesin""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:58,2020-12-07 22:06:58,0.641s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in with your corporate ID_btn bt_b79ff6""))",Chrome 86.0.4240.198,,,2020-12-07 22:06:58,2020-12-07 22:07:03,4.201s,PASSED
"setText(findTestObject(""Login/La parrilla login/input_Sign in_loginfmt""), ""iperez@firstmajestic.com"")",Chrome 86.0.4240.198,,,2020-12-07 22:07:03,2020-12-07 22:07:05,2.097s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:05,2020-12-07 22:07:05,0.441s,PASSED
"setEncryptedText(findTestObject(""Login/La parrilla login/input_Enter password_passwd""), ""ykGCkDCd7AS2UCfUpOmvYw=="")",Chrome 86.0.4240.198,,,2020-12-07 22:07:05,2020-12-07 22:07:07,1.881s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:07,2020-12-07 22:07:08,1.207s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:08,2020-12-07 22:07:13,4.836s,PASSED
delay(8),Chrome 86.0.4240.198,,,2020-12-07 22:07:13,2020-12-07 22:07:13,0.000s,NOT_RUN
,,,,,,,
Test Cases/Login/San Dimas,Chrome 86.0.4240.198,,,2020-12-07 22:07:13,2020-12-07 22:07:48,34.446s,PASSED
openBrowser(url),Chrome 86.0.4240.198,,,2020-12-07 22:07:13,2020-12-07 22:07:21,7.118s,PASSED
maximizeWindow(),Chrome 86.0.4240.198,,,2020-12-07 22:07:21,2020-12-07 22:07:22,1.207s,PASSED
"click(findTestObject(""Login/La parrilla login/select_Seleccionar UnidadLa ParrillaLa Enca_3f6097""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:22,2020-12-07 22:07:22,0.609s,PASSED
"selectOptionByLabel(findTestObject(""Login/La parrilla login/select_Seleccionar UnidadLa ParrillaLa Enca_3f6097""), ""San Dimas"", false)",Chrome 86.0.4240.198,,,2020-12-07 22:07:22,2020-12-07 22:07:23,1.045s,PASSED
"click(findTestObject(""Login/La parrilla login/button_Iniciar Sesin""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:23,2020-12-07 22:07:24,0.583s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in with your corporate ID_btn bt_b79ff6""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:24,2020-12-07 22:07:28,4.014s,PASSED
"setText(findTestObject(""Login/La parrilla login/input_Sign in_loginfmt""), ""iperez@firstmajestic.com"")",Chrome 86.0.4240.198,,,2020-12-07 22:07:28,2020-12-07 22:07:29,1.310s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:29,2020-12-07 22:07:30,0.499s,PASSED
"setEncryptedText(findTestObject(""Login/La parrilla login/input_Enter password_passwd""), ""ykGCkDCd7AS2UCfUpOmvYw=="")",Chrome 86.0.4240.198,,,2020-12-07 22:07:30,2020-12-07 22:07:31,1.495s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:31,2020-12-07 22:07:33,1.388s,PASSED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:33,2020-12-07 22:07:38,5.668s,PASSED
delay(8),Chrome 86.0.4240.198,,,2020-12-07 22:07:38,2020-12-07 22:07:46,8.040s,PASSED
"verifyTextPresent(""Irving"", false)",Chrome 86.0.4240.198,,,2020-12-07 22:07:46,2020-12-07 22:07:47,0.406s,PASSED
closeBrowser(),Chrome 86.0.4240.198,,,2020-12-07 22:07:47,2020-12-07 22:07:48,0.736s,PASSED
,,,,,,,
Test Cases/Login/San Martin,Chrome 86.0.4240.198,,,2020-12-07 22:07:48,2020-12-07 22:07:52,4.161s,FAILED
openBrowser(url),Chrome 86.0.4240.198,,,2020-12-07 22:07:48,2020-12-07 22:07:51,2.381s,FAILED
maximizeWindow(),Chrome 86.0.4240.198,,,2020-12-07 22:07:51,2020-12-07 22:07:51,0.046s,FAILED
"click(findTestObject(""Login/La parrilla login/select_Seleccionar UnidadLa ParrillaLa Enca_3f6097""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:51,2020-12-07 22:07:51,0.118s,FAILED
"selectOptionByLabel(findTestObject(""Login/La parrilla login/select_Seleccionar UnidadLa ParrillaLa Enca_3f6097""), ""San Martin"", false)",Chrome 86.0.4240.198,,,2020-12-07 22:07:51,2020-12-07 22:07:51,0.185s,FAILED
"click(findTestObject(""Login/La parrilla login/button_Iniciar Sesin""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:51,2020-12-07 22:07:51,0.248s,FAILED
"click(findTestObject(""Login/La parrilla login/input_Sign in with your corporate ID_btn bt_b79ff6""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:51,2020-12-07 22:07:51,0.047s,FAILED
"setText(findTestObject(""Login/La parrilla login/input_Sign in_loginfmt""), ""iperez@firstmajestic.com"")",Chrome 86.0.4240.198,,,2020-12-07 22:07:51,2020-12-07 22:07:51,0.075s,FAILED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:51,2020-12-07 22:07:51,0.152s,FAILED
"setEncryptedText(findTestObject(""Login/La parrilla login/input_Enter password_passwd""), ""ykGCkDCd7AS2UCfUpOmvYw=="")",Chrome 86.0.4240.198,,,2020-12-07 22:07:51,2020-12-07 22:07:51,0.062s,FAILED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:51,2020-12-07 22:07:52,0.074s,FAILED
"click(findTestObject(""Login/La parrilla login/input_Sign in_idSIButton9""))",Chrome 86.0.4240.198,,,2020-12-07 22:07:52,2020-12-07 22:07:52,0.156s,FAILED
delay(8),Chrome 86.0.4240.198,,,2020-12-07 22:07:52,2020-12-07 22:07:52,0.000s,NOT_RUN
